month,airline,delay,carrierd,extrmwd,nasd,securityd,latarrd,temperature,humidity,visibility,wind_s,hour_c
Nov,Republic Airways,8,0,0,0,0,0,46,61,10,11,afternoon
Nov,Republic Airways,176,145,0,18,0,31,46,61,10,11,afternoon
Nov,Delta Air Lines,3,0,0,0,0,0,46,61,10,11,afternoon
Nov,Endeavor Air,3,0,0,15,0,0,46,61,10,11,afternoon
Nov,American Airlines,1,0,0,0,0,0,46,61,10,11,afternoon
Nov,JetBlue Airways,44,43,0,0,0,0,46,61,10,11,afternoon
Nov,Delta Air Lines,20,20,0,6,0,0,46,61,10,11,afternoon
Nov,Republic Airways,112,37,0,14,0,75,46,61,10,11,afternoon
Nov,Delta Air Lines,6,0,0,0,0,0,46,61,10,11,afternoon
Nov,Republic Airways,26,19,0,0,0,0,46,61,10,11,afternoon
Nov,Republic Airways,24,22,0,0,0,2,46,61,10,11,afternoon
Nov,Endeavor Air,10,0,0,0,0,0,46,61,10,11,afternoon
Nov,Endeavor Air,54,0,0,0,0,45,46,61,10,11,afternoon
Nov,Delta Air Lines,11,0,0,0,0,0,46,61,10,11,afternoon
Nov,Republic Airways,9,0,0,0,0,0,46,61,10,11,afternoon
Nov,JetBlue Airways,20,0,0,0,0,0,46,61,10,11,afternoon
Nov,United Air Lines,90,0,0,72,0,0,47,54,10,18,afternoon
Nov,American Airlines,3,0,0,0,0,0,47,54,10,18,afternoon
Nov,American Airlines,30,0,0,0,0,0,47,54,10,18,afternoon
Nov,Delta Air Lines,13,10,0,10,0,3,47,54,10,18,afternoon
Nov,Delta Air Lines,13,0,0,0,0,0,47,54,10,18,afternoon
Nov,Alaska Airlines,32,0,0,0,0,0,47,54,10,18,afternoon
Nov,American Airlines,12,12,0,29,0,0,47,54,10,18,afternoon
Nov,American Airlines,14,0,0,0,0,0,47,54,10,18,afternoon
Nov,American Airlines,15,0,0,0,0,0,48,56,10,17,afternoon
Nov,JetBlue Airways,20,13,0,0,0,4,48,56,10,17,afternoon
Nov,JetBlue Airways,35,12,0,0,0,10,48,56,10,17,afternoon
Nov,JetBlue Airways,2,0,0,0,0,0,48,56,10,17,afternoon
Nov,American Airlines,37,8,0,0,0,10,48,56,10,17,afternoon
Nov,JetBlue Airways,90,89,0,0,0,0,48,56,10,17,afternoon
Nov,Delta Air Lines,4,0,0,0,0,0,48,56,10,17,afternoon
Nov,Republic Airways,43,0,0,0,0,37,48,56,10,17,afternoon
Nov,Delta Air Lines,15,0,0,0,0,0,48,56,10,17,afternoon
Nov,American Airlines,131,93,0,0,0,7,48,56,10,17,afternoon
Nov,American Airlines,2,0,0,0,0,0,48,56,10,17,afternoon
Nov,American Airlines,13,0,0,0,0,0,48,56,10,17,afternoon
Nov,Republic Airways,2,0,0,20,0,2,48,56,10,17,afternoon
Nov,JetBlue Airways,73,73,0,2,0,0,47,59,10,15,night
Nov,Delta Air Lines,4,0,0,0,0,0,47,59,10,15,night
Nov,JetBlue Airways,46,0,0,0,0,0,47,59,10,15,night
Nov,JetBlue Airways,17,0,0,0,0,0,47,59,10,15,night
Nov,United Air Lines,14,0,0,0,0,0,47,59,10,15,night
Nov,Delta Air Lines,2,0,0,0,0,0,47,59,10,15,night
Nov,Delta Air Lines,9,0,0,0,0,0,47,59,10,15,night
Nov,American Airlines,11,0,0,0,0,0,47,59,10,15,night
Nov,Republic Airways,29,0,0,21,0,29,47,59,10,15,night
Nov,Alaska Airlines,201,0,0,0,0,168,47,59,10,15,night
Nov,Republic Airways,11,0,0,0,0,0,47,59,10,15,night
Nov,American Airlines,28,0,0,0,0,0,47,59,10,15,night
Nov,Republic Airways,24,0,0,14,0,24,47,59,10,15,night
Nov,Delta Air Lines,1,0,0,0,0,0,47,59,10,15,night
Nov,Delta Air Lines,17,17,0,28,0,0,47,56,10,14,night
Nov,JetBlue Airways,33,0,0,0,0,0,47,56,10,14,night
Nov,Delta Air Lines,14,14,0,17,0,0,47,56,10,14,night
Nov,Endeavor Air,37,0,0,14,0,37,47,56,10,14,night
Nov,American Airlines,24,0,0,0,0,0,47,56,10,14,night
Nov,Delta Air Lines,2,0,0,0,0,0,47,56,10,14,night
Nov,American Airlines,32,0,0,0,0,0,47,56,10,14,night
Nov,JetBlue Airways,92,37,0,16,0,55,47,56,10,14,night
Nov,Republic Airways,23,0,0,0,0,22,47,56,10,14,night
Nov,JetBlue Airways,4,0,0,0,0,0,47,56,10,14,night
Nov,Republic Airways,11,0,0,0,0,0,47,56,10,14,night
Nov,Endeavor Air,33,0,0,0,0,0,47,56,10,14,night
Nov,Endeavor Air,3,0,0,0,0,0,47,56,10,14,night
Nov,Endeavor Air,33,32,0,0,0,0,47,56,10,14,night
Nov,Endeavor Air,36,26,0,0,0,0,45,66,10,23,night
Nov,JetBlue Airways,32,16,0,0,0,0,45,66,10,23,night
Nov,Republic Airways,23,5,0,15,0,18,45,66,10,23,night
Nov,JetBlue Airways,16,0,0,0,0,0,45,66,10,23,night
Nov,JetBlue Airways,7,0,0,0,0,0,45,66,10,23,night
Nov,JetBlue Airways,35,0,0,0,0,0,45,66,10,23,night
Nov,JetBlue Airways,20,20,0,3,0,0,45,66,10,23,night
Nov,JetBlue Airways,9,0,0,0,0,0,45,66,10,23,night
Nov,JetBlue Airways,121,19,0,0,0,91,45,66,10,23,night
Nov,American Airlines,9,0,0,0,0,0,45,66,10,23,night
Nov,JetBlue Airways,61,0,0,0,0,60,45,66,10,23,night
Nov,Delta Air Lines,41,0,0,0,0,0,45,66,10,23,night
Nov,American Airlines,12,0,0,0,0,0,45,66,10,23,night
Nov,JetBlue Airways,27,0,0,0,0,0,45,74,10,20,night
Nov,Endeavor Air,5,0,0,0,0,0,45,74,10,20,night
Nov,Republic Airways,4,0,0,0,0,0,45,74,10,20,night
Nov,JetBlue Airways,27,26,0,0,0,0,45,74,10,20,night
Nov,Republic Airways,9,0,0,0,0,0,45,74,10,20,night
Nov,American Airlines,12,0,0,0,0,0,45,74,10,20,night
Nov,JetBlue Airways,114,25,0,0,0,82,45,74,10,20,night
Nov,JetBlue Airways,29,8,0,0,0,7,45,74,10,20,night
Nov,JetBlue Airways,142,15,0,0,0,120,45,74,10,20,night
Nov,JetBlue Airways,14,14,0,22,0,0,45,74,10,20,night
Nov,JetBlue Airways,11,0,0,0,0,0,45,74,10,20,night
Nov,Republic Airways,48,0,0,11,0,48,45,74,10,20,night
Nov,JetBlue Airways,114,31,0,3,0,83,45,74,10,20,night
Nov,JetBlue Airways,86,64,0,0,0,0,45,74,10,20,night
Nov,JetBlue Airways,4,0,0,0,0,0,44,79,10,21,night
Nov,Delta Air Lines,14,14,0,1,0,0,44,79,10,21,night
Nov,JetBlue Airways,1,0,0,0,0,0,44,79,10,21,night
Nov,JetBlue Airways,10,10,0,7,0,0,44,79,10,21,night
Nov,JetBlue Airways,79,44,0,0,0,31,44,79,10,21,night
Nov,JetBlue Airways,3,0,0,0,0,0,44,79,10,21,night
Nov,JetBlue Airways,1,0,0,0,0,0,39,73,10,14,morning
Nov,American Airlines,1,0,0,0,0,0,39,73,10,14,morning
Nov,JetBlue Airways,14,0,0,0,0,0,39,73,10,14,morning
Nov,JetBlue Airways,28,0,0,0,0,0,39,73,10,14,morning
Nov,JetBlue Airways,2,0,0,0,0,0,39,73,10,14,morning
Nov,JetBlue Airways,112,102,0,0,0,0,39,73,10,14,morning
Nov,American Airlines,2,0,0,0,0,0,39,73,10,14,morning
Nov,Republic Airways,22,18,0,0,0,0,41,67,10,13,morning
Nov,Delta Air Lines,1,0,0,0,0,0,41,67,10,13,morning
Nov,Republic Airways,14,0,0,0,0,0,41,67,10,13,morning
Nov,American Airlines,125,125,0,3,0,0,41,67,10,13,morning
Nov,Delta Air Lines,5,0,0,16,0,0,41,67,10,13,morning
Nov,American Airlines,8,0,0,0,0,0,41,67,10,13,morning
Nov,Republic Airways,1,0,0,0,0,0,41,67,10,13,morning
Nov,Delta Air Lines,13,0,0,0,0,0,41,67,10,13,morning
Nov,American Airlines,2,0,0,0,0,0,41,67,10,13,morning
Nov,JetBlue Airways,40,0,0,0,0,0,44,60,10,10,morning
Nov,JetBlue Airways,4,0,0,0,0,0,44,60,10,10,morning
Nov,United Air Lines,7,0,0,0,0,0,44,60,10,10,morning
Nov,American Airlines,1,0,0,0,0,0,44,60,10,10,morning
Nov,JetBlue Airways,25,15,0,0,0,5,44,60,10,10,morning
Nov,Republic Airways,22,0,0,0,0,17,44,60,10,10,morning
Nov,JetBlue Airways,162,136,0,0,0,12,44,60,10,10,morning
Nov,Delta Air Lines,8,0,0,0,0,0,44,60,10,10,morning
Nov,Delta Air Lines,24,16,0,0,0,0,44,60,10,10,morning
Nov,United Air Lines,15,0,0,0,0,0,44,60,10,10,morning
Nov,JetBlue Airways,34,23,0,0,0,0,44,60,10,10,morning
Nov,Delta Air Lines,10,0,0,0,0,0,44,60,10,10,morning
Nov,JetBlue Airways,22,0,0,0,0,0,44,60,10,10,morning
Nov,Delta Air Lines,2,0,0,0,0,0,44,60,10,10,morning
Nov,Republic Airways,33,22,0,0,0,0,44,60,10,10,morning
Nov,American Airlines,17,0,0,0,0,0,44,60,10,10,morning
Nov,JetBlue Airways,21,0,0,0,0,0,44,60,10,6,noon
Nov,JetBlue Airways,5,0,0,0,0,0,44,60,10,6,noon
Nov,Endeavor Air,12,0,0,0,0,0,44,60,10,6,noon
Nov,JetBlue Airways,7,0,0,0,0,0,44,60,10,6,noon
Nov,JetBlue Airways,10,0,0,0,0,0,44,60,10,6,noon
Nov,American Airlines,70,68,0,0,0,0,44,60,10,6,noon
Nov,JetBlue Airways,19,0,0,0,0,0,44,60,10,6,noon
Nov,JetBlue Airways,1,0,0,0,0,0,44,60,10,6,noon
Nov,Endeavor Air,18,0,0,0,0,15,44,60,10,6,noon
Nov,Republic Airways,16,0,0,0,0,0,44,60,10,6,noon
Nov,Delta Air Lines,27,6,0,6,0,21,44,68,10,17,noon
Nov,JetBlue Airways,3,0,0,0,0,0,44,68,10,17,noon
Nov,Delta Air Lines,3,0,0,0,0,0,44,68,10,17,noon
Nov,American Airlines,6,0,0,0,0,0,45,66,10,21,noon
Nov,Alaska Airlines,14,0,0,0,0,0,45,66,10,21,noon
Nov,JetBlue Airways,1,0,0,0,0,0,45,66,10,21,noon
Nov,Delta Air Lines,23,19,0,0,0,0,45,66,10,21,noon
Nov,JetBlue Airways,35,13,0,0,0,12,45,66,10,21,noon
Nov,Delta Air Lines,7,0,0,0,0,0,45,66,10,21,noon
Nov,Alaska Airlines,8,0,0,0,0,0,45,66,10,21,noon
Nov,American Airlines,12,0,0,0,0,0,45,66,10,21,noon
Nov,JetBlue Airways,51,42,0,0,0,0,46,61,10,23,noon
Nov,JetBlue Airways,6,0,0,0,0,0,46,61,10,23,noon
Nov,JetBlue Airways,2,0,0,0,0,0,46,61,10,23,noon
Nov,JetBlue Airways,158,158,0,1,0,0,48,52,10,17,noon
Nov,JetBlue Airways,42,39,0,0,0,0,48,52,10,17,noon
Nov,JetBlue Airways,9,0,0,0,0,0,48,52,10,17,noon
Nov,JetBlue Airways,26,0,0,0,0,0,48,52,10,17,noon
Nov,JetBlue Airways,22,0,0,0,0,0,48,52,10,17,noon
Nov,Endeavor Air,8,0,0,0,0,0,48,52,10,23,afternoon
Nov,JetBlue Airways,2,0,0,0,0,0,48,52,10,23,afternoon
Nov,JetBlue Airways,21,0,0,0,0,0,48,52,10,23,afternoon
Nov,American Airlines,5,0,0,0,0,0,48,52,10,23,afternoon
Nov,Republic Airways,3,0,0,0,0,0,48,52,10,23,afternoon
Nov,JetBlue Airways,66,56,0,0,0,0,48,52,10,23,afternoon
Nov,JetBlue Airways,5,0,0,0,0,0,48,52,10,23,afternoon
Nov,Delta Air Lines,12,0,0,0,0,0,48,48,10,17,afternoon
Nov,JetBlue Airways,7,0,0,0,0,0,48,48,10,17,afternoon
Nov,Delta Air Lines,1,0,0,0,0,0,48,48,10,17,afternoon
Nov,JetBlue Airways,1,0,0,0,0,0,48,48,10,17,afternoon
Nov,Delta Air Lines,3,0,0,0,0,0,48,48,10,17,afternoon
Nov,JetBlue Airways,11,0,0,0,0,0,48,48,10,17,afternoon
Nov,JetBlue Airways,31,25,0,0,0,0,48,48,10,17,afternoon
Nov,Republic Airways,1,0,0,0,0,0,48,48,10,17,afternoon
Nov,Republic Airways,4,0,0,0,0,0,48,48,10,17,afternoon
Nov,American Airlines,4,0,0,0,0,0,48,48,10,20,afternoon
Nov,JetBlue Airways,18,18,0,7,0,0,48,48,10,20,afternoon
Nov,JetBlue Airways,4,0,0,0,0,0,48,48,10,20,afternoon
Nov,Delta Air Lines,82,0,0,0,0,76,48,48,10,20,afternoon
Nov,American Airlines,5,0,0,0,0,0,48,48,10,20,afternoon
Nov,Alaska Airlines,19,0,0,29,0,0,48,48,10,20,afternoon
Nov,JetBlue Airways,4,0,0,0,0,0,48,48,10,20,afternoon
Nov,Republic Airways,29,0,0,20,0,29,47,52,10,22,afternoon
Nov,Republic Airways,29,29,0,1,0,0,47,52,10,22,afternoon
Nov,Republic Airways,95,86,0,0,0,0,47,52,10,22,afternoon
Nov,Republic Airways,3,0,0,0,0,0,47,52,10,22,afternoon
Nov,Endeavor Air,23,0,0,0,0,0,47,52,10,22,afternoon
Nov,Delta Air Lines,12,0,0,0,0,0,47,52,10,22,afternoon
Nov,JetBlue Airways,1,0,0,0,0,0,47,52,10,22,afternoon
Nov,American Airlines,181,10,0,0,0,161,47,52,10,22,afternoon
Nov,JetBlue Airways,12,0,0,0,0,0,47,52,10,22,afternoon
Nov,JetBlue Airways,10,0,0,0,0,0,44,71,10,23,night
Nov,Delta Air Lines,29,0,0,0,0,0,44,71,10,23,night
Nov,Delta Air Lines,1,0,0,0,0,0,44,71,10,23,night
Nov,JetBlue Airways,7,0,0,0,0,0,44,71,10,23,night
Nov,JetBlue Airways,101,101,0,8,0,0,44,71,10,23,night
Nov,American Airlines,2,0,0,0,0,0,44,71,10,23,night
Nov,Delta Air Lines,33,33,0,10,0,0,43,63,10,17,night
Nov,JetBlue Airways,5,5,0,18,0,0,43,63,10,17,night
Nov,Delta Air Lines,18,0,0,0,0,0,43,63,10,17,night
Nov,JetBlue Airways,19,19,0,26,0,0,43,63,10,17,night
Nov,Delta Air Lines,13,0,0,0,0,0,43,63,10,17,night
Nov,Delta Air Lines,24,24,0,1,0,0,43,63,10,17,night
Nov,American Airlines,3,0,0,0,0,0,43,63,10,17,night
Nov,American Airlines,1,0,0,0,0,0,43,65,10,16,night
Nov,JetBlue Airways,6,6,0,11,0,0,43,65,10,16,night
Nov,JetBlue Airways,22,0,0,4,22,0,43,65,10,16,night
Nov,JetBlue Airways,12,0,0,0,0,0,43,65,10,16,night
Nov,JetBlue Airways,38,30,0,0,0,0,43,65,10,16,night
Nov,JetBlue Airways,4,0,0,0,0,0,43,65,10,16,night
Nov,American Airlines,42,17,0,0,0,22,43,65,10,16,night
Nov,JetBlue Airways,16,0,0,0,0,0,43,65,10,16,night
Nov,JetBlue Airways,3,0,0,0,0,0,43,65,10,16,night
Nov,Delta Air Lines,9,0,0,0,0,0,43,65,10,16,night
Nov,JetBlue Airways,11,0,0,0,0,0,42,65,10,17,night
Nov,JetBlue Airways,3,0,0,0,0,0,42,65,10,17,night
Nov,JetBlue Airways,15,0,0,0,0,0,42,65,10,17,night
Nov,JetBlue Airways,33,12,0,0,0,16,42,65,10,17,night
Nov,JetBlue Airways,73,0,0,66,0,0,42,65,10,17,night
Nov,JetBlue Airways,27,23,0,3,0,4,42,60,10,17,night
Nov,JetBlue Airways,25,25,0,3,0,0,42,60,10,17,night
Nov,JetBlue Airways,5,0,0,0,0,0,42,60,10,17,night
Nov,Delta Air Lines,15,0,0,0,0,0,42,60,10,17,night
Nov,JetBlue Airways,72,72,0,9,0,0,41,86,10,6,morning
Nov,American Airlines,6,0,0,0,0,0,43,82,10,8,morning
Nov,Republic Airways,16,16,0,3,0,0,43,80,10,17,morning
Nov,Delta Air Lines,10,0,0,0,0,0,43,80,10,17,morning
Nov,Alaska Airlines,32,32,0,27,0,0,43,80,10,17,morning
Nov,Delta Air Lines,10,0,0,0,0,0,43,80,10,17,morning
Nov,JetBlue Airways,12,0,0,0,0,0,43,80,10,17,morning
Nov,Delta Air Lines,10,0,0,0,0,0,43,80,10,17,morning
Nov,Delta Air Lines,3,0,0,0,0,0,43,76,10,16,morning
Nov,Delta Air Lines,139,109,0,0,0,0,43,76,10,16,morning
Nov,American Airlines,3,0,0,0,0,0,43,76,10,16,morning
Nov,JetBlue Airways,152,131,0,0,0,7,43,74,10,17,noon
Nov,Alaska Airlines,14,14,0,10,0,0,43,74,10,17,noon
Nov,Alaska Airlines,21,21,0,6,0,0,43,74,10,17,noon
Nov,JetBlue Airways,61,40,0,0,0,11,43,74,10,17,noon
Nov,American Airlines,14,0,0,0,0,0,43,74,10,17,noon
Nov,JetBlue Airways,8,0,0,0,0,0,43,74,10,17,noon
Nov,American Airlines,11,11,0,16,0,0,43,74,10,17,noon
Nov,JetBlue Airways,8,0,0,0,0,0,43,74,10,17,noon
Nov,JetBlue Airways,5,0,0,0,0,0,47,52,10,13,noon
Nov,JetBlue Airways,16,0,0,0,0,0,48,50,10,16,noon
Nov,Republic Airways,8,5,0,16,0,3,48,50,10,16,noon
Nov,JetBlue Airways,10,0,0,0,0,0,48,50,10,16,noon
Nov,JetBlue Airways,3,0,0,0,0,0,49,44,10,15,noon
Nov,JetBlue Airways,29,0,0,0,0,0,49,44,10,15,noon
Nov,JetBlue Airways,14,0,0,0,0,0,49,43,10,15,noon
Nov,American Airlines,3,0,0,0,0,0,49,43,10,15,noon
Nov,JetBlue Airways,40,37,0,0,0,0,49,43,10,15,noon
Nov,Endeavor Air,26,26,0,7,0,0,50,43,10,16,afternoon
Nov,American Airlines,7,0,0,0,0,0,50,43,10,16,afternoon
Nov,JetBlue Airways,4,0,0,0,0,0,50,43,10,16,afternoon
Nov,Endeavor Air,7,0,0,0,0,0,49,41,10,15,afternoon
Nov,Delta Air Lines,282,243,0,0,0,0,49,41,10,15,afternoon
Nov,JetBlue Airways,8,0,0,0,0,0,49,41,10,15,afternoon
Nov,JetBlue Airways,4,0,0,0,0,0,49,41,10,15,afternoon
Nov,JetBlue Airways,51,39,0,0,0,0,47,46,10,13,afternoon
Nov,Alaska Airlines,11,0,0,0,0,0,47,46,10,13,afternoon
Nov,Delta Air Lines,9,0,0,0,0,0,47,46,10,13,afternoon
Nov,American Airlines,81,68,0,0,0,0,46,47,10,14,afternoon
Nov,Republic Airways,44,44,0,3,0,0,46,47,10,14,afternoon
Nov,American Airlines,2,0,0,0,0,0,46,47,10,14,afternoon
Nov,Republic Airways,11,0,0,0,0,0,46,47,10,14,afternoon
Nov,Republic Airways,3,0,0,0,0,0,46,47,10,14,afternoon
Nov,JetBlue Airways,28,0,0,0,15,0,46,47,10,14,afternoon
Nov,JetBlue Airways,38,0,0,0,0,0,46,47,10,14,afternoon
Nov,American Airlines,51,4,0,0,0,34,45,49,10,11,night
Nov,Delta Air Lines,15,0,0,0,0,0,45,49,10,11,night
Nov,JetBlue Airways,10,10,0,14,0,0,45,49,10,11,night
Nov,Delta Air Lines,22,0,0,0,0,0,45,49,10,11,night
Nov,Delta Air Lines,6,0,0,0,0,0,45,49,10,11,night
Nov,American Airlines,3,0,0,0,0,0,45,49,10,11,night
Nov,Republic Airways,1,0,0,0,0,0,45,49,10,11,night
Nov,JetBlue Airways,1,0,0,0,0,0,45,49,10,11,night
Nov,American Airlines,1,0,0,0,0,0,45,49,10,10,night
Nov,Republic Airways,5,0,0,0,0,0,45,49,10,10,night
Nov,Delta Air Lines,21,0,0,0,0,0,45,49,10,10,night
Nov,JetBlue Airways,9,0,0,0,0,0,45,49,10,10,night
Nov,American Airlines,55,25,0,0,0,0,45,49,10,10,night
Nov,Delta Air Lines,21,0,0,0,0,0,45,49,10,10,night
Nov,Delta Air Lines,11,0,0,0,0,0,45,49,10,10,night
Nov,JetBlue Airways,43,0,0,0,0,0,45,49,10,11,night
Nov,JetBlue Airways,20,17,0,0,0,0,44,49,10,7,night
Nov,American Airlines,46,0,0,0,0,22,44,49,10,7,night
Nov,Endeavor Air,43,43,0,0,0,0,44,49,10,7,night
Nov,JetBlue Airways,65,60,0,0,0,0,43,53,10,8,night
Nov,Delta Air Lines,9,0,0,0,0,0,43,53,10,8,night
Nov,JetBlue Airways,27,25,0,0,0,0,43,53,10,8,night
Nov,JetBlue Airways,20,0,0,0,0,0,43,53,10,8,night
Nov,JetBlue Airways,2,0,0,0,0,0,37,70,10,11,morning
Nov,JetBlue Airways,57,0,0,68,0,0,37,70,10,11,morning
Nov,American Airlines,43,43,0,31,0,0,37,70,10,11,morning
Nov,Delta Air Lines,5,0,0,0,0,0,40,65,10,10,morning
Nov,JetBlue Airways,19,0,0,0,0,0,40,65,10,10,morning
Nov,Republic Airways,72,63,0,0,0,0,40,65,10,10,morning
Nov,JetBlue Airways,15,15,0,0,0,0,44,55,10,14,morning
Nov,United Air Lines,10,0,0,0,0,0,44,55,10,14,morning
Nov,Delta Air Lines,4,0,0,32,0,0,44,55,10,14,morning
Nov,Delta Air Lines,1,0,0,0,0,0,44,55,10,14,morning
Nov,Delta Air Lines,13,0,0,0,0,0,44,55,10,14,morning
Nov,JetBlue Airways,25,0,0,0,0,0,44,55,10,14,morning
Nov,Republic Airways,42,37,0,0,0,0,44,55,10,14,morning
Nov,JetBlue Airways,35,34,0,0,0,0,44,55,10,14,morning
Nov,American Airlines,7,0,0,0,0,0,44,55,10,14,morning
Nov,JetBlue Airways,102,102,0,3,0,0,44,55,10,14,morning
Nov,Delta Air Lines,5,0,0,0,0,0,44,55,10,14,morning
Nov,Delta Air Lines,17,0,0,0,0,0,44,55,10,14,morning
Nov,Republic Airways,27,27,0,0,0,0,44,55,10,14,morning
Nov,JetBlue Airways,6,0,0,0,0,0,45,56,10,11,noon
Nov,JetBlue Airways,18,0,0,0,0,0,45,56,10,11,noon
Nov,JetBlue Airways,29,24,0,0,0,0,45,56,10,11,noon
Nov,JetBlue Airways,18,18,0,3,0,0,45,56,10,11,noon
Nov,JetBlue Airways,16,0,0,0,0,0,53,48,10,9,noon
Nov,Delta Air Lines,2,0,0,0,0,0,53,48,10,9,noon
Nov,Delta Air Lines,28,25,0,0,0,0,54,53,10,9,noon
Nov,JetBlue Airways,3,0,0,0,0,0,55,55,10,15,noon
Nov,JetBlue Airways,6,0,0,0,0,0,55,55,10,15,noon
Nov,JetBlue Airways,1,0,0,0,0,0,56,57,10,17,noon
Nov,Delta Air Lines,7,0,0,0,0,0,56,57,10,17,noon
Nov,Republic Airways,3,0,0,0,0,0,56,57,10,17,noon
Nov,Republic Airways,1,0,0,0,0,0,56,65,10,15,afternoon
Nov,JetBlue Airways,20,0,0,0,0,0,56,65,10,15,afternoon
Nov,Republic Airways,7,0,0,0,0,0,55,72,10,13,afternoon
Nov,Delta Air Lines,35,0,0,0,17,0,55,72,10,13,afternoon
Nov,American Airlines,3,0,0,0,0,0,55,72,10,13,afternoon
Nov,JetBlue Airways,32,0,0,0,0,0,55,72,10,13,afternoon
Nov,Delta Air Lines,9,0,0,0,0,0,56,75,10,10,afternoon
Nov,American Airlines,18,18,0,75,0,0,56,75,10,10,afternoon
Nov,Alaska Airlines,11,0,0,0,0,0,56,75,10,10,afternoon
Nov,JetBlue Airways,2,0,0,0,0,0,56,81,10,9,afternoon
Nov,JetBlue Airways,36,26,0,0,0,0,56,81,10,9,afternoon
Nov,Delta Air Lines,4,0,0,0,0,0,56,81,10,9,afternoon
Nov,American Airlines,16,0,0,0,0,0,56,81,10,9,afternoon
Nov,Delta Air Lines,190,180,0,0,0,0,56,87,10,7,night
Nov,Alaska Airlines,2,0,0,0,0,0,56,87,10,7,night
Nov,JetBlue Airways,2,0,0,0,0,0,56,87,10,7,night
Nov,Delta Air Lines,26,0,0,0,0,0,56,87,10,7,night
Nov,JetBlue Airways,23,23,0,0,0,0,57,87,10,10,night
Nov,Delta Air Lines,3,0,0,0,0,0,57,87,10,10,night
Nov,Delta Air Lines,4,0,0,0,0,0,57,87,10,10,night
Nov,JetBlue Airways,36,28,0,4,0,8,57,87,10,10,night
Nov,American Airlines,4,0,0,0,0,0,57,87,10,10,night
Nov,JetBlue Airways,9,0,0,0,0,0,57,90,10,14,night
Nov,JetBlue Airways,22,0,0,0,0,0,55,90,10,11,night
Nov,JetBlue Airways,29,14,0,0,0,7,55,90,10,11,night
Nov,American Airlines,1,0,0,0,0,0,55,90,10,11,night
Nov,JetBlue Airways,1,0,0,0,0,0,53,93,10,7,night
Nov,American Airlines,35,30,0,0,0,0,38,68,10,5,morning
Nov,Delta Air Lines,9,0,0,0,0,0,39,76,10,7,morning
Nov,JetBlue Airways,13,0,0,0,0,0,39,76,10,7,morning
Nov,Endeavor Air,59,0,0,0,0,40,46,56,10,5,morning
Nov,JetBlue Airways,6,0,0,0,0,0,46,56,10,5,morning
Nov,American Airlines,4,0,0,0,0,0,46,56,10,5,morning
Nov,Delta Air Lines,11,0,0,0,0,0,46,56,10,5,morning
Nov,Republic Airways,23,15,0,0,0,0,46,56,10,5,morning
Nov,JetBlue Airways,166,151,0,0,0,5,46,56,10,5,morning
Nov,Delta Air Lines,10,10,0,11,0,0,46,56,10,5,morning
Nov,JetBlue Airways,102,87,0,0,0,0,51,52,10,8,noon
Nov,JetBlue Airways,27,0,0,0,0,0,51,52,10,8,noon
Nov,American Airlines,1,0,0,0,0,0,51,52,10,8,noon
Nov,JetBlue Airways,6,0,0,0,0,0,51,52,10,8,noon
Nov,Republic Airways,6,0,0,0,0,0,60,67,10,9,noon
Nov,JetBlue Airways,22,16,0,0,0,0,60,67,10,9,noon
Nov,JetBlue Airways,86,75,0,0,0,0,60,67,10,9,noon
Nov,Delta Air Lines,3,0,0,0,0,0,62,62,10,8,noon
Nov,JetBlue Airways,13,0,0,0,0,0,62,62,10,8,noon
Nov,JetBlue Airways,7,0,0,0,0,0,62,62,10,8,noon
Nov,Delta Air Lines,36,34,0,0,0,0,63,65,10,9,noon
Nov,American Airlines,5,0,0,0,0,0,63,65,10,9,noon
Nov,JetBlue Airways,3,0,0,0,0,0,63,65,10,9,noon
Nov,American Airlines,60,0,0,0,0,41,63,73,10,9,noon
Nov,JetBlue Airways,8,0,0,0,0,0,63,73,10,9,noon
Nov,JetBlue Airways,1,0,0,0,0,0,63,73,10,9,noon
Nov,JetBlue Airways,9,0,0,0,0,0,63,73,10,9,noon
Nov,American Airlines,1,0,0,0,0,0,63,73,10,9,noon
Nov,JetBlue Airways,30,0,0,0,0,0,63,73,10,9,noon
Nov,Republic Airways,15,0,0,0,0,0,63,73,10,15,afternoon
Nov,JetBlue Airways,16,16,0,4,0,0,63,73,10,15,afternoon
Nov,Republic Airways,9,9,0,7,0,0,63,73,10,15,afternoon
Nov,JetBlue Airways,5,0,0,0,0,0,63,73,10,15,afternoon
Nov,JetBlue Airways,1,0,0,0,0,0,63,73,10,15,afternoon
Nov,Endeavor Air,31,19,0,0,0,0,61,78,10,18,afternoon
Nov,JetBlue Airways,19,0,0,0,0,0,61,78,10,18,afternoon
Nov,JetBlue Airways,13,0,0,0,0,0,61,78,10,18,afternoon
Nov,JetBlue Airways,37,0,0,0,0,0,61,78,10,18,afternoon
Nov,Republic Airways,17,0,0,0,0,0,61,78,10,18,afternoon
Nov,Delta Air Lines,24,0,0,0,0,0,61,78,10,18,afternoon
Nov,JetBlue Airways,4,0,0,0,0,0,61,78,10,18,afternoon
Nov,Delta Air Lines,2,0,0,0,0,0,61,78,10,18,afternoon
Nov,Republic Airways,31,31,0,8,0,0,61,78,10,18,afternoon
Nov,Delta Air Lines,8,0,0,0,0,0,61,78,10,18,afternoon
