Detailed Statistics Departures  
Origin Airport: New York, NY: John F. Kennedy International (JFK)
Airline: United Airlines Inc. (UA)
Month(s): November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2021

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"UA","12/05/2021","0517","N67134","LAX","18:20","18:15","397","363","-5","18:39","24","0","0","0","0","0"
"UA","12/05/2021","0521","N14115","SFO","08:00","07:53","406","366","-7","08:13","20","0","0","0","0","0"
"UA","12/05/2021","0523","N13138","SFO","16:55","16:52","406","398","-3","17:15","23","0","0","0","0","0"
"UA","12/06/2021","0515","N12114","LAX","08:25","08:20","397","366","-5","08:35","15","0","0","0","0","0"
"UA","12/06/2021","0517","N14106","LAX","18:20","18:23","397","400","3","18:58","35","0","0","0","0","0"
"UA","12/06/2021","0521","N41140","SFO","08:00","07:57","406","394","-3","08:13","16","0","0","0","0","0"
"UA","12/06/2021","0523","N17126","SFO","16:55","20:15","406","407","200","20:39","24","200","0","1","0","0"
"UA","12/07/2021","0515","N13138","LAX","08:25","08:16","397","394","-9","08:39","23","0","0","0","0","0"
"UA","12/07/2021","0517","N17126","LAX","18:20","18:15","397","374","-5","18:34","19","0","0","0","0","0"
"UA","12/07/2021","0521","N12114","SFO","08:00","07:49","406","395","-11","08:08","19","0","0","0","0","0"
"UA","12/07/2021","0523","N58101","SFO","16:55","16:45","406","381","-10","17:06","21","0","0","0","0","0"
"UA","12/08/2021","0515","N19117","LAX","08:25","08:21","397","378","-4","08:49","28","0","0","0","0","0"
"UA","12/08/2021","0517","N58101","LAX","18:20","18:14","397","368","-6","18:32","18","0","0","0","0","0"
"UA","12/08/2021","0521","N13138","SFO","08:00","07:52","406","394","-8","08:09","17","0","0","0","0","0"
"UA","12/08/2021","0523","N34137","SFO","16:55","16:51","406","398","-4","17:12","21","0","0","0","0","0"
"UA","12/09/2021","0515","N17104","LAX","08:25","08:29","397","386","4","08:45","16","0","0","0","0","0"
"UA","12/09/2021","0517","N14106","LAX","18:20","18:13","397","378","-7","18:34","21","0","0","0","0","0"
"UA","12/09/2021","0521","N19117","SFO","08:00","07:59","406","418","-1","08:18","19","0","0","0","0","0"
"UA","12/09/2021","0523","N34131","SFO","16:55","16:51","406","408","-4","17:22","31","0","0","0","0","0"
"UA","12/10/2021","0515","N14102","LAX","08:25","09:07","397","365","42","09:26","19","0","0","0","0","0"
"UA","12/10/2021","0517","N19141","LAX","18:20","18:18","397","363","-2","18:39","21","0","0","0","0","0"
"UA","12/10/2021","0521","N17104","SFO","08:00","07:56","406","391","-4","08:11","15","0","0","0","0","0"
"UA","12/10/2021","0523","N17126","SFO","16:55","16:44","406","389","-11","17:10","26","0","0","0","0","0"
"UA","12/11/2021","0515","N34131","LAX","08:25","08:19","397","388","-6","09:07","48","0","0","0","0","0"
"UA","12/11/2021","0517","N67134","LAX","18:20","18:16","397","378","-4","18:44","28","0","0","0","0","0"
"UA","12/11/2021","0521","N14102","SFO","08:00","07:55","406","388","-5","08:17","22","0","0","0","0","0"
"UA","12/11/2021","0523","N14106","SFO","16:55","16:43","406","410","-12","17:22","39","0","0","0","0","0"
"UA","12/12/2021","0515","N17126","LAX","08:25","08:17","397","381","-8","08:51","34","0","0","0","0","0"
"UA","12/12/2021","0517","N14102","LAX","18:20","18:15","397","367","-5","18:39","24","0","0","0","0","0"
"UA","12/12/2021","0521","N34131","SFO","08:00","07:56","406","405","-4","08:27","31","0","0","0","0","0"
"UA","12/12/2021","0523","N17122","SFO","16:55","16:45","406","414","-10","17:23","38","0","0","0","0","0"
"UA","12/13/2021","0515","N12114","LAX","08:25","08:24","397","402","-1","09:07","43","0","0","0","0","0"
"UA","12/13/2021","0517","N41140","LAX","18:20","18:15","397","380","-5","18:36","21","0","0","0","0","0"
"UA","12/13/2021","0521","N17126","SFO","08:00","09:41","406","401","101","10:05","24","0","0","96","0","0"
"UA","12/13/2021","0523","N67134","SFO","16:55","16:45","406","409","-10","17:08","23","0","0","0","0","0"
"UA","12/14/2021","0515","N17126","LAX","08:25","08:17","397","370","-8","08:37","20","0","0","0","0","0"
"UA","12/14/2021","0517","N34137","LAX","18:20","18:14","397","384","-6","18:42","28","0","0","0","0","0"
"UA","12/14/2021","0521","N12114","SFO","08:00","07:55","406","400","-5","08:19","24","0","0","0","0","0"
"UA","12/14/2021","0523","N14102","SFO","16:55","17:00","406","389","5","17:22","22","0","0","0","0","0"
"UA","12/15/2021","0515","N12114","LAX","08:25","08:25","397","390","0","09:01","36","0","0","0","0","0"
"UA","12/15/2021","0517","N58101","LAX","18:20","18:26","397","385","6","18:53","27","0","0","0","0","0"
"UA","12/15/2021","0521","N17126","SFO","08:00","07:54","406","383","-6","08:11","17","0","0","0","0","0"
"UA","12/15/2021","0523","N41140","SFO","16:55","16:45","406","443","-10","17:45","60","0","0","27","0","0"
"UA","12/16/2021","0515","N17105","LAX","08:30","08:26","390","389","-4","08:54","28","0","0","0","0","0"
"UA","12/16/2021","0517","N67134","LAX","18:30","19:03","390","417","33","19:22","19","0","0","60","0","0"
"UA","12/16/2021","0521","N12114","SFO","08:00","07:56","392","381","-4","08:14","18","0","0","0","0","0"
"UA","12/16/2021","0523","N57855","SFO","16:55","16:59","392","384","4","17:20","21","0","0","0","0","0"
"UA","12/17/2021","0515","N13138","LAX","08:30","08:21","390","377","-9","08:42","21","0","0","0","0","0"
"UA","12/17/2021","0517","N17139","LAX","18:30","22:00","390","373","210","22:24","24","193","0","0","0","0"
"UA","12/17/2021","0521","N34131","SFO","08:00","07:53","392","391","-7","08:12","19","0","0","0","0","0"
"UA","12/17/2021","0523","N41135","SFO","16:55","16:53","392","403","-2","17:25","32","0","0","0","0","0"
"UA","12/18/2021","0515","N12114","LAX","08:30","08:36","390","367","6","08:54","18","0","0","0","0","0"
"UA","12/18/2021","0517","N58101","LAX","18:30","18:41","390","369","11","19:03","22","0","0","0","0","0"
"UA","12/18/2021","0521","N13138","SFO","08:00","08:05","392","388","5","08:28","23","0","0","0","0","0"
"UA","12/18/2021","0523","N13110","SFO","16:55","16:55","392","389","0","17:20","25","0","0","0","0","0"
"UA","12/19/2021","0515","N12114","LAX","08:30","08:28","390","356","-2","08:53","25","0","0","0","0","0"
"UA","12/19/2021","0517","N14102","LAX","18:30","18:22","390","354","-8","18:42","20","0","0","0","0","0"
"UA","12/19/2021","0521","N17126","SFO","08:00","07:53","392","378","-7","08:16","23","0","0","0","0","0"
"UA","12/19/2021","0523","N34137","SFO","16:55","16:50","392","383","-5","17:13","23","0","0","0","0","0"
"UA","12/20/2021","0515","N19141","LAX","08:30","08:20","390","354","-10","08:47","27","0","0","0","0","0"
"UA","12/20/2021","0517","N19130","LAX","18:30","18:46","390","381","16","19:07","21","0","0","0","0","0"
"UA","12/20/2021","0521","N12114","SFO","08:00","07:56","392","377","-4","08:13","17","0","0","0","0","0"
"UA","12/20/2021","0523","N17105","SFO","16:55","16:50","392","402","-5","17:15","25","0","0","0","0","0"
"UA","12/21/2021","0515","N19141","LAX","08:30","08:22","390","377","-8","08:44","22","0","0","0","0","0"
"UA","12/21/2021","0517","N14106","LAX","18:30","18:24","390","400","-6","19:06","42","0","0","0","0","0"
"UA","12/21/2021","0521","N58101","SFO","08:00","07:53","392","390","-7","08:09","16","0","0","0","0","0"
"UA","12/21/2021","0523","N13138","SFO","16:55","16:54","392","389","-1","17:18","24","0","0","0","0","0"
"UA","12/22/2021","0515","N19141","LAX","08:30","08:25","390","370","-5","08:45","20","0","0","0","0","0"
"UA","12/22/2021","0517","N76062","LAX","18:30","18:28","390","405","-2","19:24","56","0","0","0","0","0"
"UA","12/22/2021","0521","N17122","SFO","08:00","08:09","392","379","9","08:37","28","0","0","0","0","0"
"UA","12/22/2021","0523","N14106","SFO","16:55","16:58","392","430","3","17:32","34","0","0","41","0","0"
"UA","12/23/2021","0515","N19141","LAX","08:30","08:20","390","396","-10","08:51","31","0","0","0","0","0"
"UA","12/23/2021","0517","N17105","LAX","18:30","18:29","390","440","-1","18:48","19","0","0","49","0","0"
"UA","12/23/2021","0521","N19130","SFO","08:00","07:56","392","436","-4","08:29","33","0","0","40","0","0"
"UA","12/23/2021","0523","N34131","SFO","16:55","17:15","392","399","20","17:34","19","20","0","7","0","0"
"UA","12/24/2021","0515","N19130","LAX","08:30","08:51","390","414","21","09:31","40","21","0","24","0","0"
"UA","12/24/2021","0521","N19141","SFO","08:00","08:13","392","475","13","09:09","56","13","0","83","0","0"
"UA","12/24/2021","0523","N17105","SFO","16:55","16:49","392","414","-6","17:11","22","0","0","16","0","0"
"UA","12/25/2021","0515","N17126","LAX","08:30","08:26","390","393","-4","08:50","24","0","0","0","0","0"
"UA","12/25/2021","0517","","LAX","18:30","00:00","390","0","0","00:00","0","0","0","0","0","0"
"UA","12/25/2021","0521","","SFO","08:00","00:00","392","0","0","00:00","0","0","0","0","0","0"
"UA","12/26/2021","0515","","LAX","08:30","00:00","390","0","0","00:00","0","0","0","0","0","0"
"UA","12/26/2021","0517","N34131","LAX","18:30","18:23","390","408","-7","18:50","27","0","0","0","0","0"
"UA","12/26/2021","0521","N17126","SFO","08:00","08:00","392","431","0","08:20","20","0","0","39","0","0"
