"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DYHF","DYTS","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","WindEquipmentChangeDate"
"74486094789","2021-11-14T08:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","31","44","0.00",,,,"60","29.98","FEW:02 130 BKN:07 250","29.96","10.00","39","270",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10611/14/21 08:51:02 METAR KJFK 141351Z 27009KT 10SM FEW130 BKN250 07/M01 A2998 RMK AO2 SLP152 T00671006 (ML)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T09:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","31","44","0.00",,"-0.02","0","60","29.97","FEW:02 130 BKN:07 250","29.96","10.00","39","270",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11211/14/21 09:51:02 METAR KJFK 141451Z 27005KT 10SM FEW130 BKN250 07/M01 A2998 RMK AO2 SLP150 T00671006 50007 (ML)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T10:00:00","FM-12","4",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","44",,,"0.02","9","60","29.97",,"29.95","9.94","39","270",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN06474486 32966 62705 10067 21006 30141 40150 50007 91451 555 91415=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T10:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.96","32","46","0.00",,,,"58","29.96","FEW:02 130 FEW:02 200 BKN:07 250","29.93","10.00","40","260",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11211/14/21 10:51:02 METAR KJFK 141551Z 26005KT 10SM FEW130 FEW200 BKN250 08/00 A2996 RMK AO2 SLP146 T00780000 (ML)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T11:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","32","46","0.00",,,,"58","29.93","FEW:02 130 BKN:07 170 BKN:07 250","29.91","10.00","40","220",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11211/14/21 11:51:02 METAR KJFK 141651Z 22006KT 10SM FEW130 BKN170 BKN250 08/00 A2994 RMK AO2 SLP137 T00780000 (ML)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T12:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.91","34","46","0.00",,"+0.07","8","63","29.91","FEW:02 130 BKN:07 160 OVC:08 250","29.88","10.00","41","230",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13011/14/21 12:51:02 METAR KJFK 141751Z 23008KT 10SM FEW130 BKN160 OVC250 08/01 A2991 RMK AO2 SLP127 T00780011 10083 20039 58023 (ML)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T13:00:00","FM-12","4",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34","46",,,"+0.07","8","63","29.91",,"29.88","9.94","41","230",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08074486 32966 82308 10078 20011 30117 40127 58023 91751 333 10083 20039 555 91418=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T13:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.89","35","47","0.00",,,,"63","29.89","FEW:02 40 SCT:04 120 SCT:04 180","29.87","10.00","42","220",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11211/14/21 13:51:02 METAR KJFK 141851Z 22009KT 10SM FEW040 SCT120 SCT180 08/02 A2989 RMK AO2 SLP122 T00830017 (ML)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T14:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.89","34","47","0.00",,,,"61","29.89","FEW:02 40 SCT:04 120 SCT:04 190","29.87","10.00","41","210",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11211/14/21 14:51:02 METAR KJFK 141951Z 21011KT 10SM FEW040 SCT120 SCT190 08/01 A2989 RMK AO2 SLP121 T00830011 (RG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T15:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","33","46","0.00",,"+0.03","6","61","29.88","FEW:02 50 BKN:07 120 BKN:07 250","29.85","10.00","40","220",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11811/14/21 15:51:02 METAR KJFK 142051Z 22010KT 10SM FEW050 BKN120 BKN250 08/01 A2988 RMK AO2 SLP118 T00780006 56009 (RG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T16:00:00","FM-12","4",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33","46",,,"+0.03","6","61","29.88","57","29.85","9.94","40","220",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN06474486 32766 62210 10078 20006 30107 40118 56009 92051 555 91421=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T16:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.87","31","47","0.00",,,,"54","29.86","FEW:02 50 BKN:07 130 BKN:07 250","29.85","10.00","40","190",,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11311/14/21 16:51:02 METAR KJFK 142151Z 19016KT 10SM FEW050 BKN130 BKN250 08/M01 A2987 RMK AO2 SLP113 T00831006 (RG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T17:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","33","48","0.00",,,,"56","29.86","SCT:04 37 SCT:04 49 BKN:07 110","29.83","10.00","41","200",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11211/14/21 17:51:02 METAR KJFK 142251Z 20015KT 10SM SCT037 SCT049 BKN110 09/01 A2986 RMK AO2 SLP112 T00890006 (RG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T18:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","33","47","T","-RA:02 |RA |RA","+0.02","6","59","29.85","SCT:04 41 BKN:07 120","29.83","10.00","41","210",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14511/14/21 18:51:02 METAR KJFK 142351Z 21013KT 10SM -RA SCT041 BKN120 08/01 A2986 RMK AO2 RAB46 SLP110 P0000 60000 T00830006 10089 20078 56008 (RG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T19:00:00","FM-12","4",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33","47",,"||RA","+0.02","6","59","29.85","41","29.83","9.94","41","210",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN09274486 11666 62113 10083 20006 30100 40110 56008 69901 761// 92351 333 10089 20039 555 91500=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T19:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","32","47","T",,,,"56","29.85","FEW:02 40 OVC:08 100","29.83","10.00","41","220",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11211/14/21 19:51:01 METAR KJFK 150051Z 22012KT 10SM FEW040 OVC100 08/00 A2985 RMK AO2 RAE03 SLP107 P0000 T00830000","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T20:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","34","45","T","-RA:02 |RA |RA",,,"66","29.85","BKN:07 39 BKN:07 45 OVC:08 80","29.83","10.00","40","210",,"23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12311/14/21 20:51:01 METAR KJFK 150151Z 21020KT 10SM -RA BKN039 BKN045 OVC080 07/01 A2985 RMK AO2 RAB36 SLP108 P0000 T00720011","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T21:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","37","45","0.01","-RA:02 |RA |RA","+0.02","8","74","29.83","BKN:07 37 OVC:08 45","29.82","10.00","41","220","26","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14311/14/21 21:51:01 METAR KJFK 150251Z 22017G23KT 10SM -RA BKN037 OVC045 07/03 A2984 RMK AO2 PK WND 20026/0227 SLP103 P0001 60001 T00720028 58006","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T22:00:00","FM-12","4",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37","45",,"||RA","+0.02","8","74","29.83","41","29.81","9.94","41","220",,"20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08674486 11666 82217 10072 20028 30094 40103 58006 69937 761// 90251 333 91023 555 91503=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T22:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.82","38","44","0.01","-RA:02 |RA |RA",,,"79","29.82","OVC:08 34","29.80","10.00","41","240","26","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12411/14/21 22:51:02 METAR KJFK 150351Z 24018G23KT 10SM -RA OVC034 07/03 A2982 RMK AO2 PK WND 23027/0315 SLP099 P0001 T00670033","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T23:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.82","37","44","T",,,,"76","29.82","BKN:07 31 OVC:08 70","29.80","10.00","41","250",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12211/14/21 23:51:02 METAR KJFK 150451Z 25012KT 10SM BKN031 OVC070 07/03 A2982 RMK AO2 RAE14 SLP097 P0000 T00670028 400890039","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-14T23:59:00","SOD  ","6",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,"33","44","65","29.90","29.88","39","13.4","0","-4.4","21","48","39","230","30","0.02","0","0.0","220","25","RA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73624 HR PRECIPITATION (IN): 0.02 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 4824 HR MIN TEMP (F): 39AVERAGE STATION PRESSURE:29.880 MINIMUM SEA LEVEL PRESSURE:29.81 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 30 PEAK WIND DIR (DEG):230 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 25FASTEST 2MIN DIR (DEG):220 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):13.4 24 HR AVG TEMP (F): 44DEPART FROM NORMAL: -3  HEATING DEGREE DAYS: 21 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):48  LATEST NIGHT MIN TEMP(1900-0800 LST):39 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    T    T    0.01 0.01 T","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0640","1638","2009-05-01"
"74486094789","2021-11-15T00:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.80","37","43","0.00",,"+0.04","8","80","29.80","FEW:02 18 SCT:04 34 OVC:08 170","29.78","10.00","40","260",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13611/15/21 00:51:02 METAR KJFK 150551Z 26010KT 10SM FEW018 SCT034 OVC170 06/03 A2980 RMK AO2 SLP092 60002 T00610028 10089 20061 58012 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T01:00:00","FM-12","4",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37","43",,,"+0.04","8","80","29.80","15","29.77","9.94","40","260",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08674486 12466 82610 10061 20028 30080 40092 58012 69951 90551 333 10089 20039 555 91506=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T01:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.79","36","42","0.00",,,,"79","29.79","SCT:04 60 OVC:08 190","29.77","10.00","39","260",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10511/15/21 01:51:02 METAR KJFK 150651Z 26008KT 10SM SCT060 OVC190 06/02 A2979 RMK AO2 SLP087 T00560022 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T02:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.77","35","41","0.00",,,,"79","29.77","SCT:04 60 OVC:08 230","29.75","10.00","38","290",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10511/15/21 02:51:02 METAR KJFK 150751Z 29006KT 10SM SCT060 OVC230 05/02 A2977 RMK AO2 SLP081 T00500017 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T03:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.76","35","40","0.00",,"+0.04","6","83","29.75","FEW:02 60 SCT:04 230","29.74","10.00","38","300",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11111/15/21 03:51:02 METAR KJFK 150851Z 30006KT 10SM FEW060 SCT230 04/02 A2976 RMK AO2 SLP076 T00440017 56015 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T04:00:00","FM-12","4",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35","40",,,"+0.04","6","83","29.75","57","29.73","9.94","38","300",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN06474486 32766 43006 10044 20017 30067 40076 56015 90851 555 91509=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T04:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.76","35","40","0.00",,,,"83","29.76","SCT:04 90 SCT:04 250","29.74","10.00","38","280",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10511/15/21 04:51:02 METAR KJFK 150951Z 28005KT 10SM SCT090 SCT250 04/02 A2976 RMK AO2 SLP077 T00440017 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T05:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.75","37","41","0.00",,,,"86","29.75","BKN:07 100","29.72","10.00","39","270",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09811/15/21 05:51:02 METAR KJFK 151051Z 27005KT 10SM BKN100 05/03 A2975 RMK AO2 SLP073 T00500028 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T06:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.75","38","43","0.00",,"+0.01","5","82","29.75","FEW:02 37 BKN:07 110","29.72","10.00","41","260",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13711/15/21 06:51:02 METAR KJFK 151151Z 26007KT 10SM FEW037 BKN110 06/03 A2975 RMK AO2 SLP075 VCSH SW 70002 T00610033 10061 20039 55002 (BH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T07:00:00","FM-12","4",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38","43",,,"+0.01","5","82","29.75","41","29.72","9.94","41","260",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08674486 32666 62607 10061 20033 30063 40075 55002 91151 333 10089 20039 70005 555 91512=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T07:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.78","37","43","0.00",,,,"80","29.78","FEW:02 37 BKN:07 80","29.75","10.00","40","250",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11411/15/21 07:51:02 METAR KJFK 151251Z 25015KT 10SM FEW037 BKN080 06/03 A2978 RMK AO2 SLP085 VCSH S-W T00610028 (BH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T08:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.79","36","43","T",,,,"76","29.79","FEW:02 19 BKN:07 48 BKN:07 80","29.77","10.00","40","260",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13611/15/21 08:51:02 METAR KJFK 151351Z 26014KT 10SM FEW019 BKN048 BKN080 06/02 A2979 RMK AO2 RAB16E28 SLP087 VCSH E-S P0000 T00610022 (BH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T09:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.80","35","43","T",,"-0.05","1","74","29.80","SCT:04 22 SCT:04 44 BKN:07 80","29.78","10.00","40","270",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14111/15/21 09:51:02 METAR KJFK 151451Z 27015KT 10SM SCT022 SCT044 BKN080 06/02 A2980 RMK AO2 RAB1353E17 SLP091 P0000 60000 T00610017 51017 (BH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T10:00:00","FM-12","4",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35","43",,,"-0.05","1","74","29.80","26","29.77","9.94","40","270",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN07074486 12566 62715 10061 20017 30080 40091 51017 69907 91451 555 91515=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2021-11-15T10:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.81","34","44","0.00",,,,"68","29.81","SCT:04 28 BKN:07 41 BKN:07 100","29.78","10.00","40","280","30","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14311/15/21 10:51:02 METAR KJFK 151551Z 28015G26KT 10SM SCT028 BKN041 BKN100 07/01 A2981 RMK AO2 PK WND 26026/1543 SLP095 SCT V BKN T00670011 (BH)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
