"tiles-wrapper src","tiles-wrapper","pull-left src","pull-left","col-xs-12"
"https://www.laguardiaairport.com/static/img/srs/Food-and-Beverage.svg","Starbucks","https://www.laguardiaairport.com/static/LGA/terminalImages/Terminal_C.png","Connector Level - 70's Gates","Coffee & Tea"
"https://www.laguardiaairport.com/static/img/srs/Food-and-Beverage.svg","Starbucks","https://www.laguardiaairport.com/static/LGA/terminalImages/Terminal_C.png","Departures - 70's Gates","Coffee & Tea"
"https://www.laguardiaairport.com/static/img/srs/Food-and-Beverage.svg","Starbucks","https://www.laguardiaairport.com/static/LGA/terminalImages/Terminal_C.png","Headhouse Arrivals","Coffee & Tea"
"https://www.laguardiaairport.com/static/img/srs/Food-and-Beverage.svg","Starbucks","https://www.laguardiaairport.com/static/LGA/terminalImages/Terminal_C.png","Headhouse Connector","Coffee & Tea"
"https://www.laguardiaairport.com/static/img/srs/Food-and-Beverage.svg","Sunday Supper Trattoria","https://www.laguardiaairport.com/static/LGA/terminalImages/Terminal_C.png","Near Service Center in front of Gate 72","Restaurants"
"https://www.laguardiaairport.com/static/img/srs/Shop.svg","Swarovski","https://www.laguardiaairport.com/static/LGA/terminalImages/Terminal_C.png","C Gates","Gifts & Souvenirs"
"","True to New York","https://www.laguardiaairport.com/static/LGA/terminalImages/Terminal_C.png","Headhouse Connector Level 3",""
"https://www.laguardiaairport.com/static/img/srs/Shop.svg","TUMI","https://www.laguardiaairport.com/static/LGA/terminalImages/Terminal_C.png","C Gates","Gifts & Souvenirs"
"https://www.laguardiaairport.com/static/img/srs/Food-and-Beverage.svg","Wibar","https://www.laguardiaairport.com/static/LGA/terminalImages/Terminal_C.png","D Gates - 60's Gates","Restaurants, Bar"
"https://www.laguardiaairport.com/static/img/srs/Food-and-Beverage.svg","World Bean","https://www.laguardiaairport.com/static/LGA/terminalImages/Terminal_C.png","C Food Hall","Grab & Go"
"https://www.laguardiaairport.com/static/img/srs/Food-and-Beverage.svg","World Bean","https://www.laguardiaairport.com/static/LGA/terminalImages/Terminal_C.png","D Food Hall","Grab & Go"
