carrier_code,date,month,day,year,flight_number,tail_number,destination_airport,airline_name
B6,2022-01-02T05:00:00Z,1,2,2022,0293,N503JB,SJU,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0383,N265JB,MCO,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0453,N598JB,PBI,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0518,N179JB,BOS,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0525,N238JB,TPA,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0586,N229JB,ROC,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0601,N612JB,FLL,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0617,N206JB,MSP,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0677,N593JB,JAX,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0711,N985JT,LAS,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0723,N2142J,LAX,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0776,N265JB,ORH,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0795,N510JB,AUS,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0823,N993JE,LAX,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0841,N274JB,SAV,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,0915,N984JB,SFO,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,1019,N375JB,DTW,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,1073,N228JB,BNA,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,1083,N267JB,MCO,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,1318,N190JB,BOS,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,1483,N975JT,MCO,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,1601,N2086J,FLL,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,1701,N587JB,FLL,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,1849,N509JB,PSP,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,1853,N2038J,PBI,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,2029,N534JB,RSW,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,2223,N937JB,LAX,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,2473,N284JB,CHS,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,2516,N316JB,SYR,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,2593,N644JB,MIA,JetBlue Airways
B6,2022-01-02T05:00:00Z,1,2,2022,2802,N229JB,BUF,JetBlue Airways
DL,2022-01-02T05:00:00Z,1,2,2022,0314,N174DZ,SFO,Delta Air Lines
DL,2022-01-02T05:00:00Z,1,2,2022,0343,N198DN,SFO,Delta Air Lines
DL,2022-01-02T05:00:00Z,1,2,2022,1272,N115DN,FLL,Delta Air Lines
DL,2022-01-02T05:00:00Z,1,2,2022,2219,N3754A,MIA,Delta Air Lines
DL,2022-01-02T05:00:00Z,1,2,2022,2422,N328DN,MCO,Delta Air Lines
YX,2022-01-02T05:00:00Z,1,2,2022,4526,N103HQ,ORF,Republic Airways
YX,2022-01-02T05:00:00Z,1,2,2022,4537,N453YX,RIC,Republic Airways
YX,2022-01-02T05:00:00Z,1,2,2022,4681,N119HQ,BWI,Republic Airways
YX,2022-01-02T05:00:00Z,1,2,2022,5607,N244JQ,ORD,Republic Airways
YX,2022-01-02T05:00:00Z,1,2,2022,5763,N229JQ,DCA,Republic Airways
9E,2022-01-03T05:00:00Z,1,3,2022,4634,N326PQ,MSP,Endeavor Air
9E,2022-01-03T05:00:00Z,1,3,2022,5043,N931XJ,CLE,Endeavor Air
9E,2022-01-03T05:00:00Z,1,3,2022,5096,N695CA,PWM,Endeavor Air
9E,2022-01-03T05:00:00Z,1,3,2022,5199,N138EV,BWI,Endeavor Air
AA,2022-01-03T05:00:00Z,1,3,2022,1479,N991AU,MIA,American Airlines
AS,2022-01-03T05:00:00Z,1,3,2022,0657,N921VA,SFO,Alaska Airlines
B6,2022-01-03T05:00:00Z,1,3,2022,0097,N966JT,DEN,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0116,N228JB,SYR,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0135,N950JT,PHX,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0186,N238JB,ROC,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0234,N317JB,BTV,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0285,N284JB,RDU,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0341,N197JB,SAV,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0383,N179JB,MCO,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0518,N317JB,BOS,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0617,N228JB,MSP,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0711,N991JT,LAS,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0725,N644JB,SAT,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0776,N354JB,ORH,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,0919,N294JB,ATL,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,1019,N274JB,DTW,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,1073,N317JB,BNA,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,1083,N193JB,MCO,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,1849,N613JB,PSP,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,1881,N615JB,IAH,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,2223,N923JB,LAX,JetBlue Airways
B6,2022-01-03T05:00:00Z,1,3,2022,2402,N238JB,BUF,JetBlue Airways
DL,2022-01-03T05:00:00Z,1,3,2022,0442,N172DZ,SFO,Delta Air Lines
DL,2022-01-03T05:00:00Z,1,3,2022,1036,N108DQ,DFW,Delta Air Lines
DL,2022-01-03T05:00:00Z,1,3,2022,2969,N101DU,MSY,Delta Air Lines
UA,2022-01-03T05:00:00Z,1,3,2022,0517,NA,LAX,United Air Lines
YX,2022-01-03T05:00:00Z,1,3,2022,4537,N435YX,RIC,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,4552,N109HQ,DCA,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,4602,N449YX,DCA,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,4649,N444YX,DCA,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,4655,N422YX,DCA,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,4666,NA,CLE,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,4671,N453YX,RIC,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,4678,N443YX,CLE,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,4681,N128HQ,BWI,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,4687,N428YX,BWI,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,4692,N104HQ,DCA,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,4712,N439YX,RIC,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,4726,N128HQ,ORF,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,5657,N224JQ,CLT,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,5665,N229JQ,DCA,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,5668,N212JQ,DCA,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,5731,N242JQ,DCA,Republic Airways
YX,2022-01-03T05:00:00Z,1,3,2022,5763,N212JQ,DCA,Republic Airways
AA,2022-01-04T05:00:00Z,1,4,2022,2222,N116AN,BOS,American Airlines
AS,2022-01-04T05:00:00Z,1,4,2022,0393,N586AS,SAN,Alaska Airlines
B6,2022-01-04T05:00:00Z,1,4,2022,0186,N267JB,ROC,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,0234,N368JB,BTV,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,0293,N618JB,SJU,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,0383,N298JB,MCO,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,0439,N640JB,BQN,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,0518,N348JB,BOS,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,0617,N317JB,MSP,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,0623,N969JT,LAX,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,0753,N607JB,PBI,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,0776,N298JB,ORH,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,0841,N334JB,SAV,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,0919,N346JB,ATL,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,1073,N368JB,BNA,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,1083,N231JB,MCO,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,1273,N655JB,CHS,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,1283,N652JB,MCO,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,1853,N2016J,PBI,JetBlue Airways
B6,2022-01-04T05:00:00Z,1,4,2022,2402,N267JB,BUF,JetBlue Airways
DL,2022-01-04T05:00:00Z,1,4,2022,0343,N193DN,SFO,Delta Air Lines
DL,2022-01-04T05:00:00Z,1,4,2022,0350,N704X,SAN,Delta Air Lines
DL,2022-01-04T05:00:00Z,1,4,2022,0522,N712TW,SEA,Delta Air Lines
UA,2022-01-04T05:00:00Z,1,4,2022,0523,NA,SFO,United Air Lines
YX,2022-01-04T05:00:00Z,1,4,2022,4636,N128HQ,DCA,Republic Airways
YX,2022-01-04T05:00:00Z,1,4,2022,4671,N409YX,RIC,Republic Airways
YX,2022-01-04T05:00:00Z,1,4,2022,5606,N212JQ,JAX,Republic Airways
AA,2022-01-05T05:00:00Z,1,5,2022,1553,N4032T,EGE,American Airlines
B6,2022-01-05T05:00:00Z,1,5,2022,0102,N348JB,BUF,JetBlue Airways
DL,2022-01-05T05:00:00Z,1,5,2022,0797,N391DA,PBI,Delta Air Lines
DL,2022-01-05T05:00:00Z,1,5,2022,1104,N826MH,LAS,Delta Air Lines
YX,2022-01-05T05:00:00Z,1,5,2022,4641,N422YX,DCA,Republic Airways
YX,2022-01-05T05:00:00Z,1,5,2022,4913,N129HQ,ORF,Republic Airways
9E,2022-01-06T05:00:00Z,1,6,2022,4778,N184GJ,IAD,Endeavor Air
9E,2022-01-06T05:00:00Z,1,6,2022,5023,N341PQ,BNA,Endeavor Air
9E,2022-01-06T05:00:00Z,1,6,2022,5057,N314PQ,BUF,Endeavor Air
9E,2022-01-06T05:00:00Z,1,6,2022,5282,N341PQ,BUF,Endeavor Air
AA,2022-01-06T05:00:00Z,1,6,2022,1444,N968AN,CLT,American Airlines
AA,2022-01-06T05:00:00Z,1,6,2022,1553,N12028,EGE,American Airlines
AA,2022-01-06T05:00:00Z,1,6,2022,1609,N115NN,BOS,American Airlines
AA,2022-01-06T05:00:00Z,1,6,2022,2643,N890NN,CLT,American Airlines
AS,2022-01-06T05:00:00Z,1,6,2022,0393,N214AK,SAN,Alaska Airlines
B6,2022-01-06T05:00:00Z,1,6,2022,2802,N258JB,BUF,JetBlue Airways
B6,2022-01-06T05:00:00Z,1,6,2022,2893,N644JB,MIA,JetBlue Airways
DL,2022-01-06T05:00:00Z,1,6,2022,0439,N172DZ,LAX,Delta Air Lines
DL,2022-01-06T05:00:00Z,1,6,2022,1542,N3771K,MSY,Delta Air Lines
YX,2022-01-06T05:00:00Z,1,6,2022,5615,N230JQ,BOS,Republic Airways
YX,2022-01-06T05:00:00Z,1,6,2022,5665,N237JQ,DCA,Republic Airways
YX,2022-01-06T05:00:00Z,1,6,2022,5763,N227JQ,DCA,Republic Airways
9E,2022-01-07T05:00:00Z,1,7,2022,4629,N311PQ,ORF,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,4635,N924XJ,MSP,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,4676,N538CA,DTW,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,4716,N348PQ,ORD,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,4726,N341PQ,ROC,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,4761,N349PQ,CHS,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,4801,N901XJ,IND,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,4858,N329PQ,DTW,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,4873,N296PQ,RDU,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,4982,N304PQ,CLE,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,5020,N602LR,RIC,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,5053,N329PQ,PIT,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,5057,N538CA,BUF,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,5113,N348PQ,RDU,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,5199,N329PQ,BWI,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,5291,N307PQ,SAV,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,5412,N491PX,BNA,Endeavor Air
9E,2022-01-07T05:00:00Z,1,7,2022,5470,N296PQ,CLT,Endeavor Air
AA,2022-01-07T05:00:00Z,1,7,2022,0001,N101NN,LAX,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,0076,N117AN,SFO,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,0171,N112AN,LAX,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,0179,N103NN,SFO,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,0327,N851NN,CLT,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,0429,N105NN,SNA,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,0495,N874NN,CLT,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,0936,N8001N,STT,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,1228,N327SK,MIA,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,1330,N986NN,LAS,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,1444,N929NN,CLT,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,1487,N874NN,PHX,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,1610,N752AN,MIA,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,1637,N106NN,BOS,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,1875,N851NN,FLL,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,2222,N102NN,BOS,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,2234,N342RX,DFW,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,2268,N778AN,MIA,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,2369,N358PW,PHX,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,2643,N925AN,CLT,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,2813,N953NN,AUS,American Airlines
AA,2022-01-07T05:00:00Z,1,7,2022,2819,N341RW,ORD,American Airlines
AS,2022-01-07T05:00:00Z,1,7,2022,0014,N471AS,SFO,Alaska Airlines
AS,2022-01-07T05:00:00Z,1,7,2022,0027,N928VA,SFO,Alaska Airlines
AS,2022-01-07T05:00:00Z,1,7,2022,0063,N495AS,SEA,Alaska Airlines
AS,2022-01-07T05:00:00Z,1,7,2022,0077,N478AS,SEA,Alaska Airlines
AS,2022-01-07T05:00:00Z,1,7,2022,0185,N525AS,SFO,Alaska Airlines
AS,2022-01-07T05:00:00Z,1,7,2022,0186,N481AS,PDX,Alaska Airlines
B6,2022-01-07T05:00:00Z,1,7,2022,0001,N624JB,FLL,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0015,N945JT,SFO,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0053,N760JB,PBI,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0116,N375JB,SYR,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0118,N306JB,BOS,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0125,N590JB,TPA,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0163,N821JB,SRQ,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0186,N358JB,ROC,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0201,N972JT,FLL,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0295,N789JB,AUS,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0459,N2039J,BUR,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0518,N316JB,BOS,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0519,N621JB,ATL,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0583,N2059J,MCO,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0677,N763JB,JAX,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0709,N579JB,DFW,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0711,N954JB,LAS,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0723,N969JT,LAX,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0776,N358JB,ORH,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0841,N329JB,SAV,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0853,N655JB,PBI,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0871,N805JB,SLC,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,0901,N2002J,FLL,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,1005,N621JB,PDX,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,1019,N238JB,DTW,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,1053,N635JB,PBI,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,1201,N284JB,FLL,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,1273,N324JB,CHS,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,1401,N956JT,FLL,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,1438,N715JB,BOS,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,1634,N216JB,BTV,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,2029,N641JB,RSW,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,2155,N284JB,EYW,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,2593,N709JB,MIA,JetBlue Airways
B6,2022-01-07T05:00:00Z,1,7,2022,2802,N228JB,BUF,JetBlue Airways
DL,2022-01-07T05:00:00Z,1,7,2022,0302,N833MH,LAX,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,0311,N196DN,SFO,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,0314,N188DN,SFO,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,0350,N624AG,SAN,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,0351,N188DN,LAX,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,0354,N696DL,SLC,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,0424,N398DN,ATL,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,0487,N1604R,SFO,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,0659,N333NB,AUS,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,0797,N3744F,PBI,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,0812,N330DX,MCO,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,0829,N813DN,PHX,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,0863,N863DN,ATL,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,1005,N129DU,DFW,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,1104,N825MH,LAS,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,1170,N712TW,DEN,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,1175,N342NB,AUS,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,1272,N351DN,FLL,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,1377,N375DA,MSY,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,1547,N694DL,STT,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,2127,N359DN,FLL,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,2219,N335DN,MIA,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,2433,N395DN,TPA,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,2469,N3742C,TPA,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,2638,N902DN,SEA,Delta Air Lines
DL,2022-01-07T05:00:00Z,1,7,2022,2776,N344DN,MIA,Delta Air Lines
YX,2022-01-07T05:00:00Z,1,7,2022,4527,N130HQ,ORF,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,4638,N129HQ,IND,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,4641,N138HQ,DCA,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,4666,N104HQ,CLE,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,4712,N452YX,RIC,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,4913,N138HQ,ORF,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,4926,N110HQ,RDU,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5603,N226JQ,BOS,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5606,N227JQ,JAX,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5609,N236JQ,CMH,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5615,N231JQ,BOS,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5619,N203JQ,RDU,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5630,N228JQ,CLT,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5639,N209JQ,BOS,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5668,N215JQ,DCA,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5731,N230JQ,DCA,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5747,N245JQ,JAX,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5762,N240JQ,BOS,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5809,N237JQ,ORD,Republic Airways
YX,2022-01-07T05:00:00Z,1,7,2022,5829,N238JQ,PIT,Republic Airways
AA,2022-01-08T05:00:00Z,1,8,2022,0830,N90024,JAC,American Airlines
AS,2022-01-08T05:00:00Z,1,8,2022,0077,N487AS,SEA,Alaska Airlines
AS,2022-01-08T05:00:00Z,1,8,2022,0186,N478AS,PDX,Alaska Airlines
AS,2022-01-08T05:00:00Z,1,8,2022,0221,N930VA,SEA,Alaska Airlines
B6,2022-01-08T05:00:00Z,1,8,2022,0676,N258JB,ORH,JetBlue Airways
B6,2022-01-08T05:00:00Z,1,8,2022,1019,N281JB,DTW,JetBlue Airways
B6,2022-01-08T05:00:00Z,1,8,2022,1201,N292JB,FLL,JetBlue Airways
B6,2022-01-08T05:00:00Z,1,8,2022,2402,N358JB,BUF,JetBlue Airways
DL,2022-01-08T05:00:00Z,1,8,2022,0445,N851NW,LAS,Delta Air Lines
YX,2022-01-08T05:00:00Z,1,8,2022,5607,N246JQ,ORD,Republic Airways
YX,2022-01-08T05:00:00Z,1,8,2022,5762,N209JQ,BOS,Republic Airways
AA,2022-01-09T05:00:00Z,1,9,2022,0936,N9019F,STT,American Airlines
AA,2022-01-09T05:00:00Z,1,9,2022,1444,N973AN,CLT,American Airlines
AA,2022-01-09T05:00:00Z,1,9,2022,1875,N949AN,FLL,American Airlines
AA,2022-01-09T05:00:00Z,1,9,2022,2643,N805NN,CLT,American Airlines
AS,2022-01-09T05:00:00Z,1,9,2022,0221,N921VA,SEA,Alaska Airlines
B6,2022-01-09T05:00:00Z,1,9,2022,1318,N239JB,BOS,JetBlue Airways
DL,2022-01-09T05:00:00Z,1,9,2022,0445,N852NW,LAS,Delta Air Lines
AS,2022-01-10T05:00:00Z,1,10,2022,0221,N923VA,SEA,Alaska Airlines
B6,2022-01-10T05:00:00Z,1,10,2022,0065,N608JB,ABQ,JetBlue Airways
B6,2022-01-10T05:00:00Z,1,10,2022,0097,N975JT,DEN,JetBlue Airways
B6,2022-01-10T05:00:00Z,1,10,2022,0809,N607JB,DFW,JetBlue Airways
B6,2022-01-10T05:00:00Z,1,10,2022,1005,N809JB,PDX,JetBlue Airways
DL,2022-01-10T05:00:00Z,1,10,2022,0343,N192DN,SFO,Delta Air Lines
DL,2022-01-10T05:00:00Z,1,10,2022,0675,N3771K,BOS,Delta Air Lines
DL,2022-01-10T05:00:00Z,1,10,2022,1427,N703TW,PDX,Delta Air Lines
AA,2022-01-11T05:00:00Z,1,11,2022,2305,N111ZM,SFO,American Airlines
B6,2022-01-11T05:00:00Z,1,11,2022,0425,N571JB,TPA,JetBlue Airways
B6,2022-01-11T05:00:00Z,1,11,2022,1003,N956JT,SJU,JetBlue Airways
B6,2022-01-11T05:00:00Z,1,11,2022,1005,N766JB,PDX,JetBlue Airways
B6,2022-01-11T05:00:00Z,1,11,2022,1849,N644JB,PSP,JetBlue Airways
B6,2022-01-12T05:00:00Z,1,12,2022,0425,N638JB,TPA,JetBlue Airways
B6,2022-01-12T05:00:00Z,1,12,2022,0459,N2029J,BUR,JetBlue Airways
AS,2022-01-13T05:00:00Z,1,13,2022,0027,N927VA,SFO,Alaska Airlines
AS,2022-01-13T05:00:00Z,1,13,2022,0221,N930VA,SEA,Alaska Airlines
9E,2022-01-15T05:00:00Z,1,15,2022,4795,N304PQ,BUF,Endeavor Air
9E,2022-01-15T05:00:00Z,1,15,2022,5379,N319PQ,CLT,Endeavor Air
AA,2022-01-15T05:00:00Z,1,15,2022,1355,N770UW,CLT,American Airlines
AA,2022-01-15T05:00:00Z,1,15,2022,2731,N169UW,CLT,American Airlines
B6,2022-01-15T05:00:00Z,1,15,2022,0355,N821JB,ONT,JetBlue Airways
B6,2022-01-15T05:00:00Z,1,15,2022,0725,N649JB,SAT,JetBlue Airways
