carrier_code,date,month,day,year,flight_number,tail_number,destination_airport,airline_name
9E,2022-01-16T05:00:00Z,1,16,2022,4778,N299PQ,IAD,Endeavor Air
9E,2022-01-16T05:00:00Z,1,16,2022,4795,N319PQ,BUF,Endeavor Air
9E,2022-01-16T05:00:00Z,1,16,2022,4829,N200PQ,RDU,Endeavor Air
9E,2022-01-16T05:00:00Z,1,16,2022,4875,N296PQ,ROC,Endeavor Air
9E,2022-01-16T05:00:00Z,1,16,2022,5113,N200PQ,RDU,Endeavor Air
9E,2022-01-16T05:00:00Z,1,16,2022,5214,N304PQ,BWI,Endeavor Air
9E,2022-01-16T05:00:00Z,1,16,2022,5460,N307PQ,IAD,Endeavor Air
9E,2022-01-16T05:00:00Z,1,16,2022,5470,N349PQ,CLT,Endeavor Air
AA,2022-01-16T05:00:00Z,1,16,2022,0311,N741UW,CLT,American Airlines
AA,2022-01-16T05:00:00Z,1,16,2022,0327,N996NN,CLT,American Airlines
AA,2022-01-16T05:00:00Z,1,16,2022,0493,N751UW,CLT,American Airlines
AA,2022-01-16T05:00:00Z,1,16,2022,0495,N983AN,CLT,American Airlines
AA,2022-01-16T05:00:00Z,1,16,2022,1355,N701UW,CLT,American Airlines
AA,2022-01-16T05:00:00Z,1,16,2022,1444,N898NN,CLT,American Airlines
AA,2022-01-16T05:00:00Z,1,16,2022,1901,N302SS,MIA,American Airlines
AA,2022-01-16T05:00:00Z,1,16,2022,2643,N965AN,CLT,American Airlines
AA,2022-01-16T05:00:00Z,1,16,2022,2731,N914UY,CLT,American Airlines
AS,2022-01-16T05:00:00Z,1,16,2022,0027,N925VA,SFO,Alaska Airlines
B6,2022-01-16T05:00:00Z,1,16,2022,0102,N228JB,BUF,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,0234,N358JB,BTV,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,0303,N531JL,SJU,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,0486,N316JB,ROC,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,0553,N649JB,PBI,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,0585,N763JB,RDU,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,0617,N228JB,MSP,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,0629,N746JB,RSW,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,0676,N266JB,ORH,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,0918,N649JB,BOS,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,1005,N659JB,PDX,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,1083,N583JB,MCO,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,1277,N834JB,JAX,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,1295,N834JB,AUS,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,1318,N184JB,BOS,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,1415,N984JB,SFO,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,2103,N509JB,SJU,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,2516,N339JB,SYR,JetBlue Airways
B6,2022-01-16T05:00:00Z,1,16,2022,2893,N789JB,MIA,JetBlue Airways
DL,2022-01-16T05:00:00Z,1,16,2022,0350,N723TW,SAN,Delta Air Lines
YX,2022-01-16T05:00:00Z,1,16,2022,4522,N103HQ,BWI,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,4530,NA,PIT,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,4533,N425YX,RDU,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,4537,NA,RIC,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,4540,N447YX,RDU,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,4628,NA,RDU,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,4690,NA,PIT,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,4712,NA,RIC,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,4717,NA,DCA,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,4722,NA,DCA,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,4926,NA,RDU,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,5011,N419YX,PIT,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,5630,N209JQ,CLT,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,5645,N202JQ,CLT,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,5665,N228JQ,DCA,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,5731,N225JQ,DCA,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,5806,N202JQ,BOS,Republic Airways
YX,2022-01-16T05:00:00Z,1,16,2022,5829,N208JQ,PIT,Republic Airways
9E,2022-01-17T05:00:00Z,1,17,2022,4801,N272PQ,IND,Endeavor Air
AA,2022-01-17T05:00:00Z,1,17,2022,0341,N109NN,LAX,American Airlines
AA,2022-01-17T05:00:00Z,1,17,2022,1444,N921NN,CLT,American Airlines
AS,2022-01-17T05:00:00Z,1,17,2022,0027,N925VA,SFO,Alaska Airlines
AS,2022-01-17T05:00:00Z,1,17,2022,0393,N562AS,SAN,Alaska Airlines
B6,2022-01-17T05:00:00Z,1,17,2022,0116,N283JB,SYR,JetBlue Airways
B6,2022-01-17T05:00:00Z,1,17,2022,0186,N228JB,ROC,JetBlue Airways
B6,2022-01-17T05:00:00Z,1,17,2022,0459,N2027J,BUR,JetBlue Airways
B6,2022-01-17T05:00:00Z,1,17,2022,0702,N231JB,BUF,JetBlue Airways
B6,2022-01-17T05:00:00Z,1,17,2022,1019,N190JB,DTW,JetBlue Airways
B6,2022-01-17T05:00:00Z,1,17,2022,1602,N358JB,BUF,JetBlue Airways
B6,2022-01-17T05:00:00Z,1,17,2022,2029,N646JB,RSW,JetBlue Airways
B6,2022-01-17T05:00:00Z,1,17,2022,2802,N316JB,BUF,JetBlue Airways
YX,2022-01-17T05:00:00Z,1,17,2022,4638,N120HQ,IND,Republic Airways
YX,2022-01-17T05:00:00Z,1,17,2022,4678,N425YX,CLE,Republic Airways
B6,2022-01-18T05:00:00Z,1,18,2022,0723,N945JT,LAX,JetBlue Airways
B6,2022-01-18T05:00:00Z,1,18,2022,1003,N999JQ,SJU,JetBlue Airways
B6,2022-01-18T05:00:00Z,1,18,2022,1273,N354JB,CHS,JetBlue Airways
B6,2022-01-18T05:00:00Z,1,18,2022,2693,N651JB,MIA,JetBlue Airways
YX,2022-01-18T05:00:00Z,1,18,2022,4666,N136HQ,CLE,Republic Airways
YX,2022-01-18T05:00:00Z,1,18,2022,4892,N136HQ,CLE,Republic Airways
AA,2022-01-19T05:00:00Z,1,19,2022,0595,N756AM,MIA,American Airlines
AA,2022-01-19T05:00:00Z,1,19,2022,1032,N730AN,MIA,American Airlines
B6,2022-01-19T05:00:00Z,1,19,2022,0459,N2017J,BUR,JetBlue Airways
9E,2022-01-20T05:00:00Z,1,20,2022,5247,N341PQ,RDU,Endeavor Air
AA,2022-01-20T05:00:00Z,1,20,2022,2772,N975AN,AUS,American Airlines
AS,2022-01-20T05:00:00Z,1,20,2022,0221,N930VA,SEA,Alaska Airlines
B6,2022-01-20T05:00:00Z,1,20,2022,0063,N645JB,SEA,JetBlue Airways
B6,2022-01-20T05:00:00Z,1,20,2022,0163,N806JB,SRQ,JetBlue Airways
B6,2022-01-20T05:00:00Z,1,20,2022,0425,N646JB,TPA,JetBlue Airways
B6,2022-01-20T05:00:00Z,1,20,2022,0585,N705JB,RDU,JetBlue Airways
B6,2022-01-20T05:00:00Z,1,20,2022,0841,N283JB,SAV,JetBlue Airways
B6,2022-01-20T05:00:00Z,1,20,2022,1273,N284JB,CHS,JetBlue Airways
B6,2022-01-20T05:00:00Z,1,20,2022,1438,N588JB,BOS,JetBlue Airways
B6,2022-01-20T05:00:00Z,1,20,2022,1983,N608JB,MCO,JetBlue Airways
B6,2022-01-20T05:00:00Z,1,20,2022,2802,N190JB,BUF,JetBlue Airways
UA,2022-01-20T05:00:00Z,1,20,2022,0515,N67134,LAX,United Air Lines
YX,2022-01-20T05:00:00Z,1,20,2022,4503,N110HQ,RDU,Republic Airways
YX,2022-01-20T05:00:00Z,1,20,2022,4533,N453YX,RDU,Republic Airways
9E,2022-01-21T05:00:00Z,1,21,2022,4629,N303PQ,ORF,Endeavor Air
9E,2022-01-21T05:00:00Z,1,21,2022,4634,N176PQ,ORF,Endeavor Air
9E,2022-01-21T05:00:00Z,1,21,2022,5207,N922XJ,ORF,Endeavor Air
9E,2022-01-21T05:00:00Z,1,21,2022,5226,N601LR,CHS,Endeavor Air
B6,2022-01-21T05:00:00Z,1,21,2022,0145,N239JB,CHS,JetBlue Airways
B6,2022-01-21T05:00:00Z,1,21,2022,0341,N646JB,SAV,JetBlue Airways
B6,2022-01-21T05:00:00Z,1,21,2022,0385,N316JB,RDU,JetBlue Airways
B6,2022-01-21T05:00:00Z,1,21,2022,1185,N375JB,RDU,JetBlue Airways
B6,2022-01-21T05:00:00Z,1,21,2022,1473,N594JB,CHS,JetBlue Airways
B6,2022-01-21T05:00:00Z,1,21,2022,2473,N216JB,CHS,JetBlue Airways
B6,2022-01-21T05:00:00Z,1,21,2022,2802,N346JB,BUF,JetBlue Airways
YX,2022-01-21T05:00:00Z,1,21,2022,4503,NA,RDU,Republic Airways
YX,2022-01-21T05:00:00Z,1,21,2022,4526,NA,ORF,Republic Airways
YX,2022-01-21T05:00:00Z,1,21,2022,4527,NA,ORF,Republic Airways
YX,2022-01-21T05:00:00Z,1,21,2022,4540,NA,RDU,Republic Airways
YX,2022-01-21T05:00:00Z,1,21,2022,4628,NA,RDU,Republic Airways
YX,2022-01-21T05:00:00Z,1,21,2022,4712,N110HQ,RIC,Republic Airways
YX,2022-01-21T05:00:00Z,1,21,2022,4913,NA,ORF,Republic Airways
YX,2022-01-21T05:00:00Z,1,21,2022,4926,NA,RDU,Republic Airways
AS,2022-01-22T05:00:00Z,1,22,2022,0007,N925VA,SEA,Alaska Airlines
B6,2022-01-22T05:00:00Z,1,22,2022,0676,N329JB,ORH,JetBlue Airways
B6,2022-01-22T05:00:00Z,1,22,2022,0776,N283JB,ORH,JetBlue Airways
B6,2022-01-22T05:00:00Z,1,22,2022,1185,N329JB,RDU,JetBlue Airways
YX,2022-01-22T05:00:00Z,1,22,2022,4687,N106HQ,ORH,Republic Airways
YX,2022-01-23T05:00:00Z,1,23,2022,5665,N244JQ,DCA,Republic Airways
AA,2022-01-24T05:00:00Z,1,24,2022,1444,N354PT,CLT,American Airlines
B6,2022-01-24T05:00:00Z,1,24,2022,1003,N999JQ,SJU,JetBlue Airways
AA,2022-01-25T05:00:00Z,1,25,2022,1228,N326SJ,MIA,American Airlines
AA,2022-01-25T05:00:00Z,1,25,2022,1875,N969AN,FLL,American Airlines
AA,2022-01-26T05:00:00Z,1,26,2022,2305,N110AN,SFO,American Airlines
B6,2022-01-26T05:00:00Z,1,26,2022,0063,N809JB,SEA,JetBlue Airways
AA,2022-01-27T05:00:00Z,1,27,2022,1228,N338ST,MIA,American Airlines
9E,2022-01-28T05:00:00Z,1,28,2022,4634,N302PQ,ORF,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,4654,N166PQ,DTW,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,4778,N307PQ,IAD,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,4795,N336PQ,BUF,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,4855,N320PQ,BNA,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,4858,N935XJ,DTW,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,4875,N279PQ,ROC,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,5011,N927XJ,CLT,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,5041,N600LR,IND,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,5043,N678CA,CLE,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,5214,N927XJ,BWI,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,5226,N309PQ,CHS,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,5247,N901XJ,RDU,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,5273,N299PQ,CVG,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,5379,N279PQ,CLT,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,5422,N903XJ,ORD,Endeavor Air
9E,2022-01-28T05:00:00Z,1,28,2022,5494,N931XJ,RIC,Endeavor Air
AA,2022-01-28T05:00:00Z,1,28,2022,0076,N108NN,SFO,American Airlines
AA,2022-01-28T05:00:00Z,1,28,2022,0185,N108NN,LAX,American Airlines
AA,2022-01-28T05:00:00Z,1,28,2022,1609,N111ZM,BOS,American Airlines
B6,2022-01-28T05:00:00Z,1,28,2022,0089,N983JT,SAN,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,0135,N999JQ,PHX,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,0263,N944JT,SEA,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,0355,N965JT,ONT,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,0486,N329JB,ROC,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,0586,N329JB,ROC,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,0617,N307JB,MSP,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,0676,N258JB,ORH,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,0711,N973JT,LAS,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,0809,N652JB,DFW,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,0919,N599JB,ATL,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,1003,N995JL,SJU,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,1119,N715JB,ATL,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,1318,N184JB,BOS,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,1418,N307JB,BOS,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,1719,N375JB,ATL,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,1723,N942JB,LAX,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,2193,N959JB,MIA,JetBlue Airways
B6,2022-01-28T05:00:00Z,1,28,2022,2402,N184JB,BUF,JetBlue Airways
DL,2022-01-28T05:00:00Z,1,28,2022,0353,N186DN,LAX,Delta Air Lines
DL,2022-01-28T05:00:00Z,1,28,2022,0655,N336NB,AUS,Delta Air Lines
DL,2022-01-28T05:00:00Z,1,28,2022,0667,N717TW,SLC,Delta Air Lines
DL,2022-01-28T05:00:00Z,1,28,2022,1291,N109DN,MCO,Delta Air Lines
DL,2022-01-28T05:00:00Z,1,28,2022,1627,N301DV,FLL,Delta Air Lines
DL,2022-01-28T05:00:00Z,1,28,2022,2243,N119DN,MIA,Delta Air Lines
YX,2022-01-28T05:00:00Z,1,28,2022,5615,N203JQ,BOS,Republic Airways
YX,2022-01-28T05:00:00Z,1,28,2022,5619,N209JQ,RDU,Republic Airways
YX,2022-01-28T05:00:00Z,1,28,2022,5665,N224JQ,DCA,Republic Airways
YX,2022-01-28T05:00:00Z,1,28,2022,5688,N240JQ,CMH,Republic Airways
YX,2022-01-28T05:00:00Z,1,28,2022,5740,N242JQ,JAX,Republic Airways
YX,2022-01-28T05:00:00Z,1,28,2022,5763,N238JQ,DCA,Republic Airways
9E,2022-01-29T05:00:00Z,1,29,2022,4629,N337PQ,ORF,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4634,N309PQ,ORF,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4635,N181PQ,MSP,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4649,N297PQ,CHS,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4654,N166PQ,DTW,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4668,N604LR,BTV,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4676,N153PQ,DTW,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4716,N903XJ,ORD,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4726,N337PQ,ROC,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4761,N147PQ,CHS,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4778,N301PQ,IAD,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4795,N335PQ,BUF,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4801,N600LR,IND,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4829,N307PQ,RDU,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4855,N309PQ,BNA,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4858,N310PQ,DTW,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4865,N337PQ,ROC,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4872,N600LR,RIC,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4873,N335PQ,RDU,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4875,N297PQ,ROC,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4982,N181PQ,CLE,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,4997,N302PQ,CLE,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5011,N302PQ,CLT,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5020,N153PQ,RIC,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5023,N279PQ,BNA,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5041,N600LR,IND,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5043,N903XJ,CLE,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5053,N302PQ,PIT,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5057,N309PQ,BUF,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5074,N606LR,DTW,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5090,N301PQ,IND,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5113,N320PQ,RDU,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5183,N153PQ,SAV,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5199,N604LR,BWI,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5207,N927XJ,ORF,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5214,N146PQ,BWI,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5241,N931XJ,CHS,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5247,N182GJ,RDU,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5273,N297PQ,CVG,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5282,N297PQ,BUF,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5291,N166PQ,SAV,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5379,N604LR,CLT,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5412,N935XJ,BNA,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5422,N903XJ,ORD,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5446,N304PQ,SYR,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5447,N182GJ,RDU,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5449,N146PQ,BWI,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5460,N926XJ,IAD,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5470,N301PQ,CLT,Endeavor Air
9E,2022-01-29T05:00:00Z,1,29,2022,5494,N297PQ,RIC,Endeavor Air
AA,2022-01-29T05:00:00Z,1,29,2022,0001,N102NN,LAX,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0003,N103NN,LAX,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0076,N106NN,SFO,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0117,N110AN,LAX,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0171,N105NN,LAX,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0177,N115NN,SFO,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0185,N115NN,LAX,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0255,N109NN,LAX,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0302,N111ZM,LAX,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0306,N101NN,LAX,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0311,N853NN,CLT,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0327,N976AN,CLT,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0341,N108NN,LAX,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0366,N856NN,ORD,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0429,N113AN,SNA,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0495,N344PP,CLT,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0595,N757AN,MIA,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0688,N772AN,MIA,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0830,N9004F,JAC,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,0936,N9016,STT,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1032,N731AN,MIA,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1174,N315SD,MIA,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1250,N115NN,BOS,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1274,N964NN,DFW,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1330,N949NN,LAS,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1355,N733UW,CLT,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1479,N788AN,MIA,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1487,N973NN,PHX,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1553,N9022G,EGE,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1609,N102NN,BOS,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1610,N790AN,MIA,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1637,N101NN,BOS,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1875,N976AN,FLL,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,1901,N316SE,MIA,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,2222,N101NN,BOS,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,2234,N315SD,DFW,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,2262,N12028,MIA,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,2268,N762AN,MIA,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,2305,N112AN,SFO,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,2643,N932NN,CLT,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,2731,N184US,CLT,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,2772,N969NN,AUS,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,2813,N994NN,AUS,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,2819,N321RL,ORD,American Airlines
AA,2022-01-29T05:00:00Z,1,29,2022,2829,N897NN,PHX,American Airlines
AS,2022-01-29T05:00:00Z,1,29,2022,0007,N926VA,SEA,Alaska Airlines
AS,2022-01-29T05:00:00Z,1,29,2022,0014,N457AS,SFO,Alaska Airlines
AS,2022-01-29T05:00:00Z,1,29,2022,0027,N929VA,SFO,Alaska Airlines
AS,2022-01-29T05:00:00Z,1,29,2022,0063,N224AK,SEA,Alaska Airlines
AS,2022-01-29T05:00:00Z,1,29,2022,0077,N562AS,SEA,Alaska Airlines
AS,2022-01-29T05:00:00Z,1,29,2022,0178,N594AS,SAN,Alaska Airlines
AS,2022-01-29T05:00:00Z,1,29,2022,0185,N403AS,SFO,Alaska Airlines
AS,2022-01-29T05:00:00Z,1,29,2022,0186,N214AK,PDX,Alaska Airlines
AS,2022-01-29T05:00:00Z,1,29,2022,0221,N930VA,SEA,Alaska Airlines
AS,2022-01-29T05:00:00Z,1,29,2022,0393,N518AS,SAN,Alaska Airlines
AS,2022-01-29T05:00:00Z,1,29,2022,0479,N268AK,PDX,Alaska Airlines
AS,2022-01-29T05:00:00Z,1,29,2022,0657,N928VA,SFO,Alaska Airlines
B6,2022-01-29T05:00:00Z,1,29,2022,0001,N789JB,FLL,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0053,N641JB,PBI,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0063,N828JB,SEA,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0065,N598JB,ABQ,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0071,N784JB,SLC,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0081,N712JB,RNO,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0083,N913JB,MCO,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0089,N985JT,SAN,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0102,N187JB,BUF,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0105,N827JB,ORD,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0116,N187JB,SYR,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0118,N374JB,BOS,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0125,N827JB,TPA,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0163,N568JB,SRQ,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0186,N279JB,ROC,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0189,N827JB,SAN,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0201,N903JB,FLL,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0225,N651JB,TPA,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0234,N375JB,BTV,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0263,N937JB,SEA,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0285,N183JB,RDU,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0295,N807JB,AUS,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0341,N796JB,SAV,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0359,N2002J,BUR,JetBlue Airways
B6,2022-01-29T05:00:00Z,1,29,2022,0383,N348JB,MCO,JetBlue Airways
